description,location,latitude,longitude,reference_code,violation_type,recording_date,source,keywords,youtube_id,landmarks,weather_in_media,languages,clothes_and_uniforms,sex,weapons_used,edited,file_size,device_used_to_record,media_content_type,chain_of_custody_notes,finding_aids,international_instrument,urls_and_news,related_incidents,page_title,video_url
"Bombing with cluster rockets on Kafarzita town in the countryside of Hamah 27-05-2016
", HAMA : KafrZita, 35.3740182, 36.6012942, CL_1065,"
            Use of illegal weapons"," May 27, 2016, 10 a.m.", محمود الحموي, None,https://www.youtube.com/watch?v=DbNblweBwtw, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%b6%d8%ad%d8%a7%d9%8a%d8%a7%20%d9%81%d9%8a%20%d9%82%d8%b5%d9%81%20%d8%ac%d9%88%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%81%d8%b1%d9%86%20%d9%81%d9%8a%20%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20%d8%b4%d9%85%d8%a7%d9%84%20%d8%ad%d9%84%d8%a8-wyjZ3SVZueI.mp4
"Casualties as a result of an airstrike which targeted a bakery in Hretan
", ALEPPO : Harithan, 36.28613311, 37.11002156, CL_1066,"
            Use of illegal weapons"," May 27, 2016, 9:52 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=wyjZ3SVZueI, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%b6%d8%ad%d8%a7%d9%8a%d8%a7%20%d9%81%d9%8a%20%d9%82%d8%b5%d9%81%20%d8%ac%d9%88%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%81%d8%b1%d9%86%20%d9%81%d9%8a%20%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20%d8%b4%d9%85%d8%a7%d9%84%20%d8%ad%d9%84%d8%a8-wyjZ3SVZueI.mp4
"Syrian Civil Defense removing unexploded cluster bombs in Hretan  
", ALEPPO : Harithan, 36.2861677, 37.1097748, CL_1067,"
            Use of illegal weapons"," May 27, 2016, 9:50 a.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=pvkt1EM8QM0, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a7%d9%84%d8%b3%d9%88%d8%b1%d9%8a%20_%20%d8%a5%d8%b2%d8%a7%d9%84%d8%a9%20%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%a7%d9%84%d8%aa%d9%8a%20%d9%84%d9%85%20%d8%aa%d9%86%d9%81%d8%ac%d8%b1%20%d9%81%d9%8a%20%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20.-pvkt1EM8QM0.mp4
"Cluster munition that was dropped in latamneh as a result of an alleged Russian airstrike
", None, 36.28471479, 37.09947512, CL_1068,"
            None"," May 27, 2016, 9:48 a.m.", مـديـنـة حـريـتـان, None,https://www.youtube.com/watch?v=VEiibZRQefM, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.orghttps://media.syrianarchive.org/files/clusterjuly/%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20_%20%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%a7%d9%84%d8%aa%d9%8a%20%d8%a3%d9%84%d9%82%d8%a7%d9%87%d8%a7%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%2027-5-2016-VEiibZRQefM.mp4
"Remnants of a cluster rocket that was dropped by alleged Russian airstrike on Latamneh 
", HAMA : latamneh, 35.3250604, 36.6255869, CL_1069,"
            Use of illegal weapons"," May 27, 2016, 9:46 a.m.", محمود الحموي, None,https://www.youtube.com/watch?v=KxMXXGxYs2c, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a8%d9%82%d8%a7%d9%8a%d8%a7%20%d8%a7%d9%84%d8%b5%d8%a7%d8%b1%d9%88%d8%ae%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%20%d8%a7%d9%84%d8%b0%d9%8a%20%d8%a3%d9%84%d9%82%d8%a7%d9%87%20%d8%a7%d9%84%d8%af%d8%a8%20%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%2027%205%202016-KxMXXGxYs2c.mp4
"Cluster bombs attacks in Latamneh
", HAMA : latamneh, 35.32479779, 36.62397757, CL_1070,"
            Use of illegal weapons"," May 26, 2016, 9:44 a.m.", محمود الحموي, None,https://www.youtube.com/watch?v=lxLvWSa-4PA, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d9%8a%d9%8f%d9%86%d9%81%d8%b0%20%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%20226%205%202016-lxLvWSa-4PA.mp4
"Casualties as a result of cluster bombs attack on the sheep market in saraqeb
", IDLIB : Saraqib nahiyah, 35.8614715, 36.7981073, CL_1071,"
            Use of illegal weapons"," May 26, 2016, 9:43 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=9LAEoeXR5gI, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%b6%d8%ad%d8%a7%d9%8a%d8%a7%20%d9%81%d9%8a%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%b3%d9%88%d9%82%20%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%b4%d9%8a%20%d9%81%d9%8a%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%b3%d8%b1%d8%a7%d9%82%d8%a8%20%d8%b4%d8%b1%d9%82%20%d8%a5%d8%af%d9%84%d8%a8-9LAEoeXR5gI.mp4
"Injured civilians due to a cluster bomb airstrike on the sheep market in saraqeb
", None, 35.86194973, 36.79826823, CL_1072,"
            None"," May 26, 2016, 9:41 a.m.", Edlib Media-Center, None,https://www.youtube.com/watch?v=NRZu-g-_Lk8, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%ac%d8%b1%d8%ad%d9%89%20%d9%85%d8%af%d9%86%d9%8a%d9%88%d9%86%20%d8%ac%d8%b1%d8%a7%d8%a1%20%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85%20%d8%b3%d9%88%d9%82%20%d8%a7%d9%84%d8%ba%d9%86%d9%85%20%d9%81%d9%8a%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%b3%d8%b1%d8%a7%d9%82%d8%a8%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9-NRZu-g-_Lk8.mp4
"Cluster bomb attack in Alsayad in Hama
", HAMA : Alsayad, 35.3991343, 36.6195145, CL_1073,"
            Use of illegal weapons"," May 25, 2016, 9:40 a.m.", محمود الحموي, None,https://www.youtube.com/watch?v=dqViDh_dk-A, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d9%8a%d9%8f%d9%86%d9%81%d8%b0%20%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%82%d8%b1%d9%8a%d8%a9%20%d8%a7%d9%84%d8%b5%d9%8a%d8%a7%d8%af%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%20%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%2025%205%202016-dqViDh_dk-A.mp4
"Cluster bomb attack in Latamneh 
", HAMA : latamneh, 35.3250604, 36.6255869, CL_1074,"
            Use of illegal weapons"," May 25, 2016, 9:37 a.m.", محمود الحموي, None,https://www.youtube.com/watch?v=dDCM-Bphui8, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d9%8a%d9%8f%d9%86%d9%81%d8%b0%20%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2025%205%202016-dDCM-Bphui8.mp4
the destruction in a field hospital by Syrian regime's airstrikes - Aleppo, ALEPPO, , , HO_a7251,"
            Specifically protected persons and objects"," April 28, 2016, 9:50 p.m.", ابراهيم الشمالي, ,https://www.youtube.com/watch?v=7KwxX7mcDgs, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",a7251379a838a6ee9b17af33aba6193ae654319d799de47eb790a9c8,https://media.syrianarchive.org/files/spoon/sV_20160428_7KwxX7mcDgs.mp4
an interview with a civil defence member who testifies about the heavy bombing on Al-Kalase neighborhood - Aleppo, ALEPPO : Kalaseh, , , AL_cbcf6,"
            Unlawful attacks"," April 28, 2016, 9:39 p.m.", ابراهيم الشمالي, ,https://www.youtube.com/watch?v=_iOldPElwY4, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",cbcf678e2ff057b68a781f2bfe39498294b9e62d8c934d6beaa5daf8,https://media.syrianarchive.org/files/spoon/sV_20160428__iOldPElwY4.mp4
More than 20 civilians killed by targeting Al-Quds hospital from alleged Russian warplanes  -Al-Sukkari neighborhood - Aleppo, ALEPPO : Sukkari, , , HO_19b28,"
            Specifically protected persons and objects"," April 27, 2016, 10:26 p.m.", RFS Media Office, ,https://www.youtube.com/watch?v=Jw2i_vKiVsM, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",19b28737fd8cccdd4cd16d3f4ed44b8e9d37c79e0d69978e26da3bdd,https://media.syrianarchive.org/files/spoon/sV_20160427_Jw2i_vKiVsM.mp4
11 civilian casualties and injured as a result of Russian attacks in Aleppo, ALEPPO : Bustan al-Qasr, 36.194200, 37.140459, RU_2562,"
            Alleged civilian casualties from Russian attacks"," April 22, 2016, 9:53 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=29_s9suX6-I, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",RU_2562,https://media.syrianarchive.org/files/russian_attacks/sV_20160422_bbJas2y0lRE.mp4
Aleppo_News: the first moment when the Russian aircraft targeted Al-Hobait town in the countryside of Idlib., IDLIB : Hobait, 35.4387845, 36.5363219, RU_1001,"
            Alleged civilian casualties from Russian attacks"," March 13, 2016, 2:51 p.m.", شبكة حلب نيوز - Halab News Network, None,https://www.youtube.com/watch?v=R1V5I7p99hI, None, None, None, , None,"
         ", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",RU_1001,https://media.syrianarchive.org/files/russian_attacks/%23%d8%b4%d8%a7%d9%87%d8%af%20-%20%23%d8%ad%d9%84%d8%a8_%d9%86%d9%8a%d9%88%d8%b2%20%20-%20%d8%a7%d9%84%d9%84%d8%ad%d8%b8%d8%a7%d8%aa%20%d8%a7%d9%84%d8%a3%d9%88%d9%84%d9%89%20%d9%84%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b9%d8%af%d9%88%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%a7%d9%84%d9%87%d8%a8%d9%8a%d8%b7%20%d9%81%d9%8a%20%d8%b1%d9%8a%d9%81%20%d8%a5%d8%af%d9%84%d8%a8%202016_3_13-R1V5I7p99hI.mp4
Russian planes launched a raid on Kafr Nabudeh in Hama countryside , HAMA : Kafr Nabudah, 35.433661, 36.49441, RU_1002,"
            Alleged civilian casualties from Russian attacks"," March 13, 2016, 2:31 p.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=nWb5Iwa38dk, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1002,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%aa%d8%b4%d9%86%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%83%d9%81%d8%b1%d9%86%d8%a8%d9%88%d8%af%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d9%87-nWb5Iwa38dk.mp4
"Noureddine, the child who lost his legs as a result of cluster bombs dropped on the city of Duma in Damascus countryside", DAMASCUS : Duma, 33.5709426, 36.3968945, RU_1003,"
            Alleged civilian casualties from Russian attacks"," March 13, 2016, 11:09 a.m.", SMO Syria, None,https://www.youtube.com/watch?v=sWJWJfYc1o8, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1003,https://media.syrianarchive.org/files/russian_attacks/%d9%86%d9%88%d8%b1%20%d8%a7%d9%84%d8%af%d9%8a%d9%86%20%d8%a7%d9%84%d8%b7%d9%81%d9%84%20%d8%a7%d9%84%d8%b0%d9%8a%20%d9%81%d9%82%d8%af%20%d8%b3%d8%a7%d9%82%d9%8a%d9%87%20%d8%ac%d8%b1%d8%a7%d8%a1%20%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%af%d9%88%d9%85%d8%a7%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%af%d9%85%d8%b4%d9%82-sWJWJfYc1o8.mp4
Destruction in al-Atarib as a result of the Russian airstrikes, ALEPPO : Al atarib, 36.1393709, 36.8234774, RU_1004,"
            Alleged civilian casualties from Russian attacks"," March 12, 2016, 10:25 p.m.", Syrian Network for Human Rights, None,https://www.youtube.com/watch?v=864HZdDbX68, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1004,https://media.syrianarchive.org/files/russian_attacks/%d8%ad%d9%84%d8%a8%20%e2%80%93%20%d8%a7%d9%84%d8%a3%d8%aa%d8%a7%d8%b1%d8%a8%20-%20%d8%a2%d8%ab%d8%a7%d8%b1%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d9%8a%d8%b2%d8%b9%d9%85%20%d8%a7%d9%86%d9%87%20%d8%b1%d9%88%d8%b3%d9%8a%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%2011%203%202016-864HZdDbX68.mp4
More than 20 air strikes and 200 shells dropped on Kafr Nabudah and its surroundings in Hama countryside, HAMA : Kafr Nabudah, 35.433661, 36.49441, RU_1005,"
            Alleged civilian casualties from Russian attacks"," March 12, 2016, 8:43 p.m.", المركز الصحفي السوري-Syrian Press Centre, None,https://www.youtube.com/watch?v=gB2QRDQPUc4, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1005,https://media.syrianarchive.org/files/russian_attacks/%d8%a3%d9%83%d8%ab%d8%b1%20%d9%85%d9%86%2020%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%ac%d9%88%d9%8a%d8%a9%20%d9%88%20200%20%d9%82%d8%b0%d9%8a%d9%81%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%83%d9%81%d8%b1%d9%86%d8%a8%d9%88%d8%af%d8%a9%20%d9%88%d9%85%d8%ad%d9%8a%d8%b7%d9%87%d8%a7%20%d9%81%d9%8a%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9-gB2QRDQPUc4.mp4
Agency Qassioun || Russian aircraft flying in the skies above Kafr Nabudah in Hama countryside , HAMA : Kafr Nabudah, 35.433661, 36.49441, RU_1006,"
            Alleged civilian casualties from Russian attacks"," March 12, 2016, 6:52 p.m.", Qasioun News Agency, None,https://www.youtube.com/watch?v=pmwaP9GR1i4, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1006,https://media.syrianarchive.org/files/russian_attacks/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d9%82%d8%a7%d8%b3%d9%8a%d9%88%d9%86_%20%d8%aa%d8%ad%d9%84%d9%8a%d9%82%20%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%81%d9%8a%20%d8%b3%d9%85%d8%a7%d8%a1%20%d9%83%d9%81%d8%b1%d9%86%d8%a8%d9%88%d8%af%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2012-3-2016-pmwaP9GR1i4.mp4
# witness | The first moments military aircraft targeting the town Alhbit Hama countryside in airstrike, IDLIB : Hobait, 35.4387845, 36.5363219, RU_1007,"
            Alleged civilian casualties from Russian attacks"," March 12, 2016, 3:43 p.m.", شبكة حلب نيوز - Halab News Network, None,https://www.youtube.com/watch?v=q87XgPvcLv4, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1007,https://media.syrianarchive.org/files/russian_attacks/%23%d8%b4%d8%a7%d9%87%d8%af%20_%20%d8%a7%d9%84%d9%84%d8%ad%d8%b8%d8%a7%d8%aa%20%d8%a7%d9%84%d8%a3%d9%88%d9%84%d9%89%20%d9%84%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d9%84%d8%a8%d9%84%d8%af%d8%a9%20%d8%a7%d9%84%d9%87%d8%a8%d9%8a%d8%b7%20%d9%81%d9%8a%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%20%d8%a8%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%ac%d9%88%d9%8a%d8%a9%202016_3_12-q87XgPvcLv4.mp4
Coordinating Palmyra - burning one of the transport of food as a result of shelling of civilian trucks by Russian aviation, HOMS : Palmyra, 34.55972222, 38.31583333, RU_1008,"
            Alleged civilian casualties from Russian attacks"," March 11, 2016, 7:30 p.m.", Palmyra Coordination, None,https://www.youtube.com/watch?v=6mDLwS5iKa0, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1008,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%86%d8%b3%d9%8a%d9%82%d9%8a%d8%a9%20%d8%aa%d8%af%d9%85%d8%b1%20-%20%d8%a7%d8%ad%d8%aa%d8%b1%d8%a7%d9%82%20%d8%a7%d8%ad%d8%af%d9%89%20%d8%a7%d9%84%d8%b4%d8%a7%d8%ad%d9%86%d8%a7%d8%aa%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%d8%a9%20%d8%a7%d9%84%d9%85%d8%ae%d8%b5%d8%b5%d8%a9%20%d9%84%d9%86%d9%82%d9%84%20%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%af%20%d8%a7%d9%84%d8%ba%d8%b0%d8%a7%d8%a6%d9%8a%d8%a9%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d9%82%d8%b5%d9%81%d9%87%d8%a7%20%d8%a8%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a-6mDLwS5iKa0.mp4
Coordinating Palmyra - the effects of the destruction in the homes of civilians resulting from the shelling by the aviation of Russain accupation on the city's , HOMS : Palmyra, 34.55972222, 38.31583333, RU_1009,"
            Alleged civilian casualties from Russian attacks"," March 11, 2016, 4:20 p.m.", Palmyra Coordination, None,https://www.youtube.com/watch?v=zXHpy4xdVmA, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1009,https://media.syrianarchive.org/files/russian_attacks/Huge%20devastation%20in%20Civilian%20Properties%20caused%20by%20the%20Russian%20airstrike%20on%20Palmyra-zXHpy4xdVmA.mp4
Agency Qassioun | The moment Russian aviation bombed al-Maraj in Damascus countryside., DAMASCUS : Duma, 33.5709426, 36.3968945, RU_1010,"
            Alleged civilian casualties from Russian attacks"," March 11, 2016, 3:40 p.m.", Qasioun News Agency, None,https://www.youtube.com/watch?v=VHJ5GXcIIJk, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1010,https://media.syrianarchive.org/files/russian_attacks/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d9%82%d8%a7%d8%b3%d9%8a%d9%88%d9%86_%20%d9%84%d8%ad%d8%b8%d8%a9%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d9%86%d8%b7%d9%82%d8%a9%20%d8%a7%d9%84%d9%85%d8%b1%d8%ac%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%af%d9%85%d8%b4%d9%82%2011-3-2016-VHJ5GXcIIJk.mp4
Coordinating Palmyra - a terrifying video showing heavy shelling on civilians by Russian aircraft., HOMS : Palmyra, 34.55972222, 38.31583333, RU_1011,"
            Alleged civilian casualties from Russian attacks"," March 10, 2016, 5:25 p.m.", Palmyra Coordination, None,https://www.youtube.com/watch?v=GuSVsqFDvIc, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1011,https://media.syrianarchive.org/files/russian_attacks/Horrifying%20video%20show%20the%20Massacre%20committed%20by%20Russian%20warplanes%20against%20civilian%20people%20in%20Palmyra-GuSVsqFDvIc.mp4
Report: Regime and Russian aircraft bombing forcing camp residents to flee for a second time in the countryside of Latakia, LATTAKIA : Jabal Turkman, 35.7874449, 36.0372269, RU_1012,"
            Alleged civilian casualties from Russian attacks"," March 9, 2016, 12:28 p.m.", baladi- news, None,https://www.youtube.com/watch?v=37tTE-Zg6zQ, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1012,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%82%d8%b1%d9%8a%d8%b1%20-%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85%20%d9%88%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d8%ac%d8%a8%d8%b1%20%d8%b3%d9%83%d8%a7%d9%86%20%d8%a7%d9%84%d9%85%d8%ae%d9%8a%d9%85%d8%a7%d8%aa%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d9%86%d8%b2%d9%88%d8%ad%20%d9%85%d8%b1%d8%a9%20%d8%ab%d8%a7%d9%86%d9%8a%d8%a9%20%d9%81%d9%8a%20%d8%b1%d9%8a%d9%81%20%d8%a7%d9%84%d9%84%d8%a7%d8%b0%d9%82%d9%8a%d8%a9-37tTE-Zg6zQ.mp4
